Method,Delta,COV
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,61.54
Conformator,2.0,80.79
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,57.14
Conformator,2.0,100.00
Conformator,2.0,66.67
Conformator,2.0,11.76
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,70.55
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,55.07
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,98.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,92.00
Conformator,2.0,91.23
Conformator,2.0,100.00
Conformator,2.0,77.78
Conformator,2.0,98.85
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,95.70
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,50.38
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,64.81
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,66.67
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,94.74
Conformator,2.0,98.51
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,98.25
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,99.24
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,97.40
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,95.24
Conformator,2.0,100.00
Conformator,2.0,97.73
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,86.78
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,88.89
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,66.67
Conformator,2.0,99.30
Conformator,2.0,100.00
Conformator,2.0,42.86
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,63.33
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,53.85
Conformator,2.0,97.10
Conformator,2.0,94.52
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,91.67
Conformator,2.0,96.88
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,96.51
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,83.08
Conformator,2.0,78.12
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,85.71
Conformator,2.0,85.19
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,95.65
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,97.52
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,98.91
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,89.91
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,88.46
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,100.00
Conformator,2.0,0.00
Conformator,2.125,100.00
Conformator,2.125,0.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,80.00
Conformator,2.125,98.09
Conformator,2.125,100.00
Conformator,2.125,95.83
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.44
Conformator,2.125,95.24
Conformator,2.125,24.07
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.50
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,73.33
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,47.36
Conformator,2.125,82.78
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,94.00
Conformator,2.125,39.00
Conformator,2.125,100.00
Conformator,2.125,99.42
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,94.59
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,0.53
Conformator,2.125,96.55
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,93.52
Conformator,2.125,84.52
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,96.30
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,60.69
Conformator,2.125,87.53
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,59.71
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.95
Conformator,2.125,100.00
Conformator,2.125,92.40
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.07
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,95.11
Conformator,2.125,98.77
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,98.28
Conformator,2.125,100.00
Conformator,2.125,1.95
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,66.29
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,39.32
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,91.86
Conformator,2.125,99.21
Conformator,2.125,81.82
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,76.07
Conformator,2.125,86.27
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,14.67
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.10
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,78.05
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,84.47
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,72.49
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,58.33
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.70
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,85.71
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.76
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,38.69
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,53.74
Conformator,2.125,100.00
Conformator,2.125,95.34
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,76.52
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,55.56
Conformator,2.125,86.67
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,95.90
Conformator,2.125,100.00
Conformator,2.125,21.95
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,80.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,10.64
Conformator,2.125,100.00
Conformator,2.125,96.57
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,51.88
Conformator,2.125,100.00
Conformator,2.125,90.00
Conformator,2.125,100.00
Conformator,2.125,72.53
Conformator,2.125,100.00
Conformator,2.125,97.06
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.29
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,96.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,44.83
Conformator,2.125,100.00
Conformator,2.125,90.44
Conformator,2.125,79.55
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,28.97
Conformator,2.125,100.00
Conformator,2.125,52.00
Conformator,2.125,56.68
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,59.46
Conformator,2.125,97.35
Conformator,2.125,100.00
Conformator,2.125,7.69
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,92.66
Conformator,2.125,47.89
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,33.33
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.58
Conformator,2.125,100.00
Conformator,2.125,95.27
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,68.97
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,88.24
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.59
Conformator,2.125,85.25
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,56.76
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,91.30
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,40.22
Conformator,2.125,100.00
Conformator,2.125,99.31
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.25
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,40.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,98.45
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,75.68
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,71.43
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.18
Conformator,2.125,14.29
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,49.09
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,0.00
Conformator,2.125,78.95
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,0.00
Conformator,2.125,75.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,17.24
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,98.77
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,75.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,97.78
Conformator,2.125,97.06
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,92.31
Conformator,2.125,80.79
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,57.14
Conformator,2.125,100.00
Conformator,2.125,83.33
Conformator,2.125,11.76
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,75.34
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,60.87
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,98.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,96.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,88.89
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,54.96
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,72.22
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,96.05
Conformator,2.125,99.25
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,99.12
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
Conformator,2.125,100.00
