Precision Coverage: Mean = 0.00, Median = 0.00
Precision Coverage: Mean = 0.12, Median = 0.00
Precision Coverage: Mean = 0.83, Median = 0.00
Precision Coverage: Mean = 1.49, Median = 0.00
Precision Coverage: Mean = 2.39, Median = 0.00
Precision Coverage: Mean = 3.73, Median = 0.00
Precision Coverage: Mean = 5.43, Median = 0.00
Precision Coverage: Mean = 7.60, Median = 0.00
Precision Coverage: Mean = 10.47, Median = 0.00
Precision Coverage: Mean = 13.69, Median = 0.00
Precision Coverage: Mean = 16.58, Median = 0.00
Precision Coverage: Mean = 19.86, Median = 0.00
Precision Coverage: Mean = 23.73, Median = 0.00
Precision Coverage: Mean = 27.67, Median = 0.00
Precision Coverage: Mean = 31.28, Median = 0.00
Precision Coverage: Mean = 35.72, Median = 0.00
Precision Coverage: Mean = 39.42, Median = 0.00
Precision Coverage: Mean = 42.93, Median = 0.00
Precision Coverage: Mean = 47.44, Median = 0.00
Precision Coverage: Mean = 52.00, Median = 100.00
